subject,courseNumber,courseTitle,description
ENTM,128,PRINCIPLES OF INSECT PEST MANAGEMENT,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): ENTM 100 with a grade of C- or better. Covers factors influencing insect pest populations and various control methods (biological, chemical, cultural, genetics, host-plant resistance, mechanical, physical, and quarantine). Discusses the principle of integrated pest management (IPM) and highlights examples in agricultural, public health, urban, and veterinary IPM."
ENTM,130,INVASION ECOLOGY,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): BIOL 005C with a grade of C- or better, BIOL 102 with a grade of C- or better;  or consent of instructor. Explores the introduction, establishment, and impact of non-native invasive species. Considers how invasions differ across taxonomic groups from pathogens to plants to insects. Provides experience in monitoring and assessment methods."
ENTM,190,SPECIAL STUDIES,"1 to 4 Units, Individual Study, 3 to 12 hours. Prerequisite(s): upper-division standing and consent of instructor. Directed studies by a faculty member to address specific curricular needs.  A written proposal signed by the supervising faculty member and the undergraduate advisor is required. Course is repeatable to a maximum of 4 units."
ENTM,197,RESEARCH FOR UNDERGRADUATES,"1 to 4 Units, Research, 3 to 12 hours. Prerequisite(s): upper-division standing and consent of instructor. Original research conducted under faculty supervision. A written proposal signed by the supervising faculty member and the undergraduate advisor is required.  Requires a formal oral presentation, poster project, or a written report. Course is repeatable to a maximum of 6 units."
ENTM,199,SENIOR RESEARCH,"1 to 4 Units, Research, 3 to 12 hours. Prerequisite(s): senior standing and consent of instructor. Research in entomology performed under supervision of a faculty member.  A written proposal signed by the supervising faculty member and the undergraduate advisor is required.  Requires a formal written report in the format of a research publication. Course is repeatable to a maximum of 6 units. Credit is awarded for only one of ENTM 199 or ENTM 199H.
."
ENTM,199H,SENIOR HONORS RESEARCH,"1 to 5 Units, Laboratory, 3 to 15 hours. Prerequisite(s): senior status; consent of instructor; a GPA of 3.5 or better in Entomology courses and 3.2 in all University course work. Honors course corresponding to ENTM 199.  Research in entomology under supervision of a faculty member in entomology. A written proposal signed by the supervising faculty member and the undergraduate advisor is required.  The student will submit a written report. Satisfactory (S) or No Credit (NC) grading is not available.  Course is repeatable to a maximum of 6 units. Credit is awarded for only one of ENTM 199 or ENTM 199H."
ENTM,202,CORE AREAS OF ENTOMOLOGY II: SUBORGANISMAL-ORGANISMAL DISCIPLINES,"5 Units, Lecture, 3 hours; discussion, 1 hour; laboratory, 3 hours. Prerequisite(s): ENTM 201;  graduate standing;  or consent of instructor. Introduces principles of insect morphology, insect evolution, and insect behavior. Topics include morphology, systematic theory, evolution, insect identification, and behavior."
ENTM,212,ECOLOGICAL SYSTEMS IN SPACE AND TIME,"4 Units, Lecture, 3 hours; field, 30 hours per quarter. Prerequisite(s): one upper-division undergraduate course in population or community ecology or paleoecology; graduate standing; or consent of instructor. Focuses on how ecological systems are interpreted and reconciled at the community, landscape, and paleontological scales.  Addresses the role of extrinsic factors operating at each of these scales. Also examines the historical development of our understanding of ecological systems at various scales. Cross-listed with EEOB 212, and GEO 212."
ENTM,250,SEMINAR IN ENTOMOLOGY,"1 Unit, Seminar, 1 hour. Prerequisite(s): graduating standing. A series of lectures by visiting scientists, staff and advanced graduate students on research topics in entomology and allied fields. Graded Satisfactory (S) or No Credit (NC)."
ENTM,251,SEMINAR IN INSECT-PLANT INTERACTIONS,"2 Units, Seminar, 2 hours. Prerequisite(s):  graduate standing;  or consent of instructor. Provides rigorous examinations and interpretation of recent publications in the area of insect-plant interactions. Subject matter varies from year to year.   Course is repeatable."
ENTM,258,SEMINAR IN INSECT PEST MANAGEMENT,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing; and consent of instructor. Selected topics in insect pest management. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable as content changes."
ENTM,261,"SEMINAR IN GENETICS, GENOMICS, AND BIOINFORMATICS","1 Unit, Seminar, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Oral reports by visiting scholars, faculty, and students on current research topics in Genetics, Genomics, and Bioinformatics. Graded Satisfactory (S) or No Credit (NC). Course is repeatable. Cross-listed with BCH 261, BIOL 261, BPSC 261, PLPA 261, and GEN 261."
ENTM,271,RESEARCH SEMINAR IN MANAGEMENT OF VEGETABLE CROP PESTS,"1 Unit, Seminar, 1 hour. Prerequisite(s): graduate standing; and consent of instructor. Seminar and critical discussion emphasizing current research and advances in management of vegetable crop pests. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
ENTM,290,DIRECTED STUDIES,"1 to 6 Units, Prerequisite(s):  graduate standing. Literature studies on special topics under direction of a member of the staff. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
ENTM,291,INDIVIDUAL STUDY IN COORDINATED AREAS,"1 to 6 Units, Prerequisite(s): graduate standing Faculty assisted programs of individual study for candidates who are preparing for examinations. The following rules apply: 1) Up to 6 units may be taken prior to award of the Master's degree, such units to be in addition to minimum unit requirements for the degree; 2) Up to 12 additional units may be taken prior to advancement to candidacy for the Ph.D.; 3) The course may be repeated within these limits. Graded Satisfactory (S) or No Credit (NC)."
ENTM,297,DIRECTED RESEARCH,"1 to 6 Units, Prerequisite(s): graduating standing. Exploratory research toward the development of the dissertation problem or other research not specifically for thesis or dissertation. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
ENTM,299,RESEARCH FOR THESIS OR DISSERTATION,"1 to 12 Units, Research, 3 to 36 hours. Prerequisite(s):  graduate standing.  Original research in an area selected for the advanced degree.  Course is repeatable."
ENTM,301,TEACHING ENTOMOLOGY AT THE COLLEGE LEVEL,"1 Unit, Seminar, 1 hours. Prerequisite(s): graduate standing in Entomology. A program of weekly meetings and individual formative evaluation required of new entomology Teaching Assistants. Covers instructional methods and classroom/section activities most suitable for teaching Entomology. Conducted by departmental faculty or the Teaching Assistant Development Program. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
ENTM,302,COLLEGE TEACHING PRACTICUM,"1 to 4 Units, Practicum/consultation, 3 to12 hours. Prerequisite(s): graduate standing and consent of instructor. Supervised teaching in college level classes under supervision of the course instructor. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
ENVE,121,BIOLOGICAL UNIT PROCESSES,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): ENVE 120, ENVE 142 An introduction to the theory and design of biological unit processes used in environmental engineering. Covers suspended growth processes, attached growth processes, digestion processes, and nutrient removal systems. Credit is awarded for only one of CEE 226 or ENVE 121."
ENVE,133,FUNDAMENTALS OF AIR POLLUTION ENGINEERING,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): CHE 110A or ENVE 171; CHE 114; CHEM 008B; MATH 046; PHYS 040B; CHEM 08HB or CHEM 08LB or CHEM 08HLB or CHEM 12HB or CHEM 12B; PHYS 040HB;  or consent of instructor. Covers principles, modeling, and design of systems for atmospheric emission control of pollutants such as photochemical smog and by-products of combustion. Explores the effects of air pollution on health."
ENVE,135,FATE AND TRANSPORT OF ENVIRONMENTAL CONTAMINANTS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): CHE 120; CHEM 008B and CHEM 08LB or CHEM 08HB and CHEM 08HLB; ENGR 118; ENVE 133; ENVE 142; or consent of instructor. Covers fate and transport of contaminants in the air, water, and soil environments. Addresses description and modeling of advection, dispersion, phase transfer, and chemical transformation mechanisms."
ENVE,142,WATER QUALITY ENGINEERING,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): CHE 114 or ENVE 171; or consent of instructor. An introduction to the engineering aspects of water quality management. Addresses water quality characterization and modeling techniques for natural and engineered systems. Discusses application of chemical equilibrium and kinetic models to water quality."
